jbovla	lojbo	glico
vipsi	la kevin cu vipsi fi mi fe le ka platu	Kevin is my vice in planning.
virnu	do pu virnu le ka klama le nenri be le jelca dinju	It was brave of you to enter the burning house.
viska	pa plise zo'u mi viska le se skari be ri i le mi'u plise cu skari le xunre	There is an apple. I see a color of it. The apple is colored red.
viska	mi viska le tarmi be pa najnimre i ri se tarmi le cukla	I see the form of an orange. The orange is round.
viska	mi pu viska le nu le mi'u fetsi cu limna	I saw her swim.
vitci	le mi'u bombila cu vitci le ka te gusni i ja'o le mi'u bombila cu spofu	The light bulb gives an intermittent light. It must be broken.
vitke	mi vitke le mensi be mi bu'u la moskov	I visited my sister in Moscow.
vitke	ko vitke mi le zdani be mi	Be my guest at my home!
vitke	mi pu'o cpedu le ka vitke mi le zdani be mi vau so'o pendo	I am about to invite a few friends to my home.
vitno	ti noi senta le dertu cu vitno le ka bisli	This layer of soil is permanently frozen.
vlagi	le vlagi be ti noi bakni cu jai se bilma	The vulva of this cow has symptoms of a disease.
vlaste	le se cukta be ti cu vlaste le lojbo	This book is a Lojban dictionary.
vlile	le brife pu vlile	It was a storm.
vlipa	le mamta be mi ku po'o cu vlipa le nu mi cliva	Only my mother has power to make me leave.
vlipa	ma vlipa le nu co'a carvi	Who is powerful enough to cause rain?
vo	vo manti ca plipe le mi'u tricu	There are 4 ants climbing the tree.
vo'a	la kevin cu zvati le zdani be vo'a	Kevin is at home.
vo'a	la alis cu se pluka le ka tavla vo'a	Alice likes to talk about herself.
vo'e	mi tavla do ba'e vo'e	I'm talking to you about YOU!
vo'i	xu do pu cusku fi mi fe zo'e pe vo'i	Did you say to me something about me?
vo'o	mi tavla fo la lojban fi vo'o	I'm talking in Lojban about Lojban.
vo'u	mi pu klama fu le karce fe le patfu be mi be'o noi ta'o pu dunda vo'u mi	I went by car to my father who, by the way, had granted me it.
vofli	le toldi cu vofli le nalci	Butterflies fly using wings.
voi	le ca vanci cu pluka i le tai ditcu voi vanci na cafne	This evening is pleasant. Such time that is this evening doesn't happen often.
voksa	le voksa be le mi'u ninmu cu to'e cladu	The woman's voice is quiet.
vorme	ti du le vorme poi ve klama le mi'u zarci	This is the doorway to the store.
vorme	tu noi kevna cu vorme le re kumfa	That hole is a doorway between the two rooms.
vraga	ti noi jinci cu vraga le ka se pi'o ce'u katna le pelji vau le midju le re mei	These scissors is a lever for cutting paper with the fulcrum in the middle and two arms.
vreji	ti vreji le pu se cusku be mi le skami le pelji	This is a paper record of what I said in past about computers.
vreta	do pu vreta le ckana ji le sfofa	Were you lying on the bed or on the sofa?
vrici	le za'u vi mlatu cu vrici le ka skari ma kau	These cats vary in color.
vrude	ra vrude le ka sidju le prenu	He is virtuous in helping people.
vrude	la kevin na ji'e vrude	Kevin isn't moral to such degree.
vrusi	le vrusi be le mi'u finpe cu carmi	The fish has a strong flavour.
vu	le mi'u prenu ca zvati vu ci trene tcana ki mi	The man is now far away, three train stations from me.
vu'e	ie vu'e sarcu fa le nu le mi'u tcadu cu se daspo	It's my virtue, I agree that the city should be destroyed.
vu'e	mi djica vu'e nai le nu do na cliva	My sin, I don't want you to leave.
vu'e	ui vu'e nai mi pu citka pa titla poi mi pu zekri lebna	Yay, I ate a candy that I had stolen.
vu'o	zo oi e zo ua vu'o poi do pu cusku cu srana xu le jibri be do	Are "Ouch" and "Eureka" that you said related to your job?
vu'u	li pa pa vu'u bi du li ci	11 - 8 = 3.
xa	xa cipni ca vofli	There are 6 birds flying.
xa'o	mi pu xa'o citka pa torta	I ate a cake too early.
xa'o	ue do ti xa'o zvati	Wow, you are already here.
xabju	do xabju ma noi gugde	What country do you live in?
xabju	do xabju ma noi tcadu	What city do you live in?
xadba	mi pu katna le mi'u plise le re xadba	I cut the apple in half.
xadba	le pa xadba be le mi'u plise cu fusra	Half of the apple is rotten.
xadni	le xadni be le mi'u ninmu cu clani	The woman's body is long.
xagji	mi xagji le rectu	I am hungry for meat.
xagri	le mi'u nixli pu zgipli le xagri	The girl was playing the pipe.
xajmi	le mi'u verba gerku cu xajmi mi le ka plipe tai ma kau	The puppet seems funny to me in how it jumps.
xaksu	le mi'u karce cu xaksu le so'i livla	The car consumes a lot of fuel.
xalbo	mi pu xalbo le ka stidi le nu ra gidva mi'o	I wasn't serious in suggesting that he guides us.
xalka	ti xalka le se zbasu be fi le vanjba	This is alcohol made of grapes.
xalni	le mi'u fetsi pu xalni le ka da'i nai pu se cinba pa fange nanmu	She panicked when she was kissed by an unfamiliar man.
xamgu	ba zi ku mi se xamgu	Soon I'll be okay.
xamgu	.i le'e plise cu xamgu le nu kanro .i ji'a le'e plise cu kukte	Apples are good for your health. And, in addition, they taste great.
xampo	ti voi minji cu xampo li re	This machine has a current of 2 amperes.
xamsi	ti xamsi le berti	This is a northern sea.
xance	le xance be do cu jai pluka fai le nu ri se pencu	Your hands are pleasant to the touch.
xanka	mi xanka le nu do se la'u li xo kau kanro	I am concerned for your health.
xanri	mi na kakne le ka se xanri le nu mi sazri le trene	I can't imagine myself driving a train.
xanto	le xanto cu se nazbi le clani	Elephants have long noses.
xarci	le ka dunda le titla cu xarci le verba le makcu	Giving sugar sweets is a weapon against children used by grown-ups.
xarju	xu le xarju cu simsa le remna	Are pigs similar to humans?
xarnu	le mi'u nakni cu xarnu le mamta be vo'a le ka na volta le zdani	He was obstinate in front of his mother in not returning home.
xarnu	le mi'u fetsi ca xarnu fi le ka jinvi ma kau	She is obstinate in her opinion.
xasli	le xasli ne se mau le xirma cu tsali	Donkeys are stronger than horses.
xasne	le xasne be ra cu se cigla ti	His sweat is secreted by these glands.
xatra	ti xatra la alis mi le se du'u mi prami la alis	This is a letter to Alice from me where I as saying I loved her.
xatsi	le vidru cu xatsi le ka grake vau le ka tilju	The virus is one attogram in mass.
xazdo	le mi'u tcaci cu steci le xazdo gugde	The custom is specific to Asian countries.
xe	mi xebni le kibro xe mrilu	I hate internet mail system.
xebni	mi xebni le ka zgana le nu do se tasmi le simsa	I hate seeing you like this.
xecto	le rirxe cu xecto le ka mitre li pa no no vau le ka sraji	The river is 100 meters deep.
xedja	mi pu carmi cmila i ja'e bo mi na ru'e jai se torni le xedja	I was laughing so hard that I nearly dislocated my jaw.
xei	mi ba cliva de'i li cy xei	I will leave at 2pm.
xekri	nandu fa le nu zvafa'i le xekri mlatu bu'u le manku kumfa	It's hard to find a black cat in a dark room.
xendo	ra pu xendo mi le ka dunda pa sanmi mi	He was kind to me in providing me with a meal.
xenru	do ba xenru le ka lazni	You will regret your laziness.
xexso	le ka xexso le ka snidu vau le ka temci cu gigdo le ka nanca li ji'i ci re vau le ka temci	1 exasecond is approximately 32 billion years.
xi	mi se xi ba'e pa prami la kevin	I love (love!) Kevin (not that he loves me).
xi	mi do se xi vei pa e re prami	I love you, and you love me.
xi	fa xi xo'e mi fa xi xo'e do viska	You, I see (maybe you see me, maybe I see you, context will tell).
xi	la alis e la an pu zvati le pa nu penmi i ba zi bo ku'i a bu xi re cliva	Alice and Ann were at a meeting. But Ann left soon.
xindo	le mi'u uenzi cu xindo	The text is in Hindi.
xinmo	le penbi pe mi co'u te xinmo fi da	My pen has run out of ink.
xinmo	ti xinmo le blanu	This is blue ink.
xirma	le mi'u grusi xirma pu'i sutra	The gray horse is fast.
xislu	xu do mo'u cikre le mi'u xislu	Have you fixed the wheel?
xlali	le nu le speni be mi cu bilma cu xlali da'i mi	An illness of my spouse would be bad for me.
xlura	do pu xlura sa'u mi le ka te vecnu ti voi dinju vau le ka jai gau cenba fai le jdima	You just lured me into buying this house by changing the price.
xo	xo prenu ba zvati le nu penmi	How many people will be present at the meeting?
xo	lu do nanca li xo li'u lu pa ci li'u	"How old are you?" "Thirteen."
xo	mi na djuno le du'u le xo kau mlatu cu zvati tu	I don't know how many cats are there.
xo'e	re xo'e prenu pu zvati le mi'u kumfa	20 - 29 people were present in the room.
xo'o	je'u xo'o do ne se mau djuno	Yes, of course, you know better (sarcastically)!
xo'o	xo'o nai sai do pu se la'u li rau gunka	With full sincerity, I can tell you that you worked enough.
xotli	la uestern poi xotli cu zvati ma	Where is "Western" hotel?
xrabo	le pendo be mi cu xrabo	My friend is Arabic.
xrani	le mi'u nanla pu xrani le cidni be vo'a ja'e le nu ri cortu	The boy injured his knee so that it hurt.
xrani	le jalge be le nu xrani cu ckape	The injury is dangerous.
xriso	le mi'u nanmu pu klama pa malsi be le xriso	The woman went to a Christian temple.
xruba	bu'u la nipon le prenu cu citka le xruba nudle	In Japan people like eating buckwheat noodles.
xruki	xu do pu su'o roi citka le xruki	Have you ever eaten turkey?
xrula	le se xrula poi do viska cu rozgu	This flower is a rose.
xrula	ti noi xrula cu rozgu	This flower is a rose.
xu	xu do pu djuno	Did you know?
xu	xu nai do pu djuno	Didn't you know?
xukmi	ti noi djine cu xukmi le solji li pi mu bi mu	This ring is 58.5% pure gold (58.5 out of 100 parts is pure gold).
xunre	ko dunda le mi'u xunre cukta mi	Give me the red book.
xusra	le djuno be le zmadu cu xusra le se zmadu	Who knows more claims less.
xusra	xu do xusra le du'u le mi'u terdi cu carna le mi'u solri	Are you asserting that the Earth goes round the Sun?
xutla	le mi'u djacu cu simlu le ka xutla tai le ka blaci	The water looks smooth as glass.
y	mi te vecnu le vi plise e y le vu perli	I'm buying these apples and, umm, the pears over there.
za	mi ba volta za le djedi be li ci	I will return in three days.
za	mi pu volta za le nanca be li mu	I returned 5 years ago.
za'a	oi nai za'a melbi tcima	Oh, what a nice weather.
za'a	za'a le aftobuso za'o na ku klama	Apparently, the bus is late.
za'a	za'a cladu bu'u le bartu	I can hear the loud sound outside.
za'a	ja'o carmi carvi	So it must be raining heavily.
za'e	mi pu za'e derpi i va'i mi pu smusku le jai se bebna	I "derped". In other words, I said something stupid.
za'o	mi pu za'o citka le titla ba le nu mi mo'u citka le sanmi pe mi	I kept eating candies after my meal was over.
za'u	le za'u sazri ca denpa	The drivers wait.
za'u	le mi'u za'u verba ca'o citka le mi'u kumfa	The children are eating in the room.
za'u	za'u prenu pu'o klama	More people are about to come.
za'u	xu do djica za'u djacu	Do you want more water?
za'u re'u	e'o do za'u re'u cusku	Could you repeat that?
zabna	.i xu zabna fa le nu da'i mi skicu le pu zi se zukte be mi la .alis.	I wonder if I should tell Alice what I just did.
zabna	le mi'u jisra cu zabna le ka se tasta	The juice is superb in taste.
zabna	ra zabna le ka se sance	Her voice is cool.
zajba	ra zajba le ka se rilti muvdu	He is a rhythmic gymnast.
zalvi	mi'a zalvi le maxri le purmo	We grind wheat into flour.
zandapma	mi pu zandapma ra le ka se funca le zabna	I wished her good luck.
zanru	mi zanru le mi'u se platu be do	I approve of your plan.
zarci	le mi'u zarci be le rectu de'i li cy vo co'u akti	The butchery closes at 4 o'clock.
zargu	le mi'u ninmu mo'u batci le zargu be le mi'u nanmu se pi'o le xance	She pinched his buttocks with a hand.
zasni	ti noi dinju ba zasni le ka mi xabju	I will temporarily live in this building.
zasti	do zasti mi le se senva be mi	You are real for me in my dreams.
zbabu	ti noi zbabu cu se zbasu fi le jilka jo'u le grasu jo'u le djacu	This soap is made of alkali, fat and water.
zbani	ti zbani le tumla pe la nipon	This is a coast of the Japanese land.
zbasu	zbasu le cirla le ladru	Cheese is made from milk.
zbasu	xu do mo'u zbasu le mi'u dinju	Have you finished building the house?
zbepi	ti zbepi le tansi	This is a stand for the pan.
zdani	le zdani be mi cu zdani be do	My home is your home.
zdile	le mi'u verba mlatu cu zdile mi le ka tai ma kau plipe	The kitten is amusing in how it jumps.
ze	li cy ze tcika ti	It's 7 o'clock.
ze'a	mi pu ze'a sipna	I slept for a while.
ze'a	.i le prenu pu zukte ze'a le za'u pi mu si'e be le nu le nei cu jmive	He did it for most of his life.
ze'e	mi ba ze'e prami do	I will always love you.
ze'e	mi ze'e prami do	I loved, love and will love you.
ze'ei	panpi ze'ei coi	Peace to you! (as a greeting).
ze'i	ai mi ze'i sipna	I'm going to take a nap (to sleep for a short time).
ze'o	da tricu ze'o le mi'u rirxe	There is a tree across the river.
ze'u	mi pu ba le ka citka ze'u sipna	I took a long nap after eating.
zei	lei certu pu pilno le xy zei kantu	Experts used X-rays.
zekri	xu le ka catra le mabru cu zekri do	Is killing mammals a crime to you?
zenba	mi zenba le ka se cfipu vau so'i da	My confusion increased a lot.
zenba	e'o do zenba le ka masno le ka tavla i e'o do zenba masno tavla	Would you please speak more slowly?
zepti	lo ka gunma lo'e xa no re selci be loi marji cu ka zepti le ka molro vau le ka se canlu	602 particles make up one zeptomole (zmol) of substance in volume.
zetro	le djacu po le xamsi be le terdi cu zetro le ka litce be li ji'i pa pi vo vau le ka se canlu	The volume of seawater in the Earth's oceans is approximately 1.4 zettalitres (ZL) in volume.
zgana	mi zgana ko	Show yourself.
zgana	mi zgana le zgike e le skina	I'm listening to the music and watching a movie.
zgana	mi zgana le mi'u tcini le ka tirna	I'm monitoring the situation by listening.
zgana	le ctuca pu jai se zgana fai le nu ri zvati le barja	The teacher was spotted in a bar.
zgike	le zgike be le mi'u za'u cipni na cladu	The music of the birds isn't loud.
zgipli	do certu le ka zgipli le flani le melbi	You are a pro in playing beautiful melodies on the flute.
zi	mi ba volta ba zi le cacra be li pa	I will return soon, in an hour.
zi	gau mi do ba djuno ba zi le nu mi mo'u klama	I will inform you as soon as I arrive.
zi'e	le mi'u prenu poi pu tavla do zi'e noi blondine cu bruna mi vau ue pei	The man that talked to you and who is blond is my brother, surprised?
zi'evla	zo zigzagi zi'evla	{zigzagi} is a zi'evla word.
zi'o	zi'o traduki zo coi zoi gy.hello!.gy.	{coi} is translated as "Hello!"
zi'o	le jmive cu se zbasu zi'o le selci	Living beings are made from cells.
zifre	mi zifre le ka zukte le se nelci be mi	I am free to do what I like.
zigzagi	le mi'u pluta be le mi'u cmana pu zigzagi	The route to the mountain zigzagged.
zildukse	le nu mi tatpi cu zildukse le nu mi sidju do	I'm too tired to help you.
zinki	le mi'u cidja cu vasru le zinki	The food contains zinc.
zirpu	le mi'u taxfu cu zirpu	The dress is purple.
zivle	ra pu zivle le jdini le ka sidju pa cnino sanga	He invested money in a new singer.
zivle	ai mi zivle le nejni le ka prami do vau le nu do prami mi	I take a chance on loving you so that you will love me.
zmadu	ra zmadu mi le ka tilju vau le ki'ogra be li pa no	He weighs ten more kilograms than I do.
zmiku	le mi'u vorme cu zmiku le ka co'a kalri	The door opens automatically.
zo	zo rozgu cmene mi	"Rose" is my name.
zo'a	mi pu cliva le mi'u karce zo'a le mi'u malsi	I left the car by the side of the temple.
zo'e	zo'e carvi	It's raining.
zo'e	mi ca'o tavla zo'e la .lojban.	I'm talking about Lojban.
zo'e	la edvard pu cusku zo'e pe le mi'u pa gerku	Eduard said something about the dog.
zo'ei	mi pu na djuno zo'ei le mi'u nabmi	I didn't know of the problem.
zo'i	mi sanli bu'u le klaji zo'i le mi'u muzga	I'm standing on the street on this side of the museum.
